name,brand,accords,notes,rating,score,source,url
Historic Sahara Afnan for women and men,Afnan,"[['sweet', 100.0], ['warm spicy', 76.269078648771], ['aromatic', 72.691694222914], ['vanilla', 70.068339492965], ['amber', 63.867146469558], ['musky', 61.959087077741], ['almond', 61.005057381832], ['nutty', 57.188938598197], ['powdery', 46.695065810802], ['citrus', 46.456331453025]]","{'head': ['Cardamom', 'Bergamot', 'Cinnamon'], 'heart': ['elemi', 'Vanilla', 'Sugar'], 'base': ['Almond', 'Praline', 'Ambroxan', 'Tonka', 'Musk']}",4.67,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Historic-Sahara-109081.html
Arabian Gems Afnan for women,Afnan,"[['vanilla', 100.0], ['amber', 75.678947079049], ['sweet', 67.036968115476], ['soft spicy', 57.654273473548], ['white floral', 52.222358498945], ['warm spicy', 50.987536318921], ['balsamic', 44.321095213727]]","{'head': [], 'heart': [], 'base': ['Tonka Bean', 'Vanilla', 'Benzoin']}",3.62,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Arabian-Gems-27343.html
Supremacy Not Only Intense Afnan for men,Afnan,"[['fruity', 100.0], ['mossy', 87.589071205848], ['woody', 81.945679769633], ['earthy', 81.475745028881], ['citrus', 72.729472303157], ['fresh spicy', 63.879432261582], ['amber', 60.950092862376], ['animalic', 60.164681626881], ['aromatic', 58.925437475506], ['warm spicy', 55.452810577791]]","{'head': ['Black Currant', 'Bergamot', 'Apple'], 'heart': ['Oakmoss', 'Patchouli', 'Lavender'], 'base': ['Ambergris', 'Musk', 'Saffron']}",4.39,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Not-Only-Intense-68271.html
Supremacy Purple Afnan for women,Afnan,"[['fruity', 100.0], ['musky', 100.0], ['powdery', 82.960450319955], ['sweet', 79.736763294768], ['amber', 72.368274690283], ['citrus', 68.684244302242], ['vanilla', 68.684244302242], ['fresh', 49.342122151121], ['animalic', 48.973761895158]]","{'head': ['Fruits', 'Citruses'], 'heart': ['Musk', 'Amber'], 'base': ['Musk', 'Vanilla']}",3.98,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Purple-70704.html
Ornament Pour Homme Afnan for men,Afnan,"[['warm spicy', 100.0], ['woody', 67.880704775783], ['fresh spicy', 63.973637146453], ['fruity', 62.847585613036], ['aromatic', 50.662052063324], ['fresh', 50.529906603961], ['green', 46.423792806518], ['amber', 45.893886202557], ['patchouli', 44.569450884282]]","{'head': ['Apple', 'Cardamom', 'Clove', 'Nutmeg'], 'heart': ['Saffron', 'Pepper', 'Geranium'], 'base': ['Amber', 'Patchouli', 'Sandalwood', 'Cedar']}",4.39,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Ornament-Pour-Homme-71176.html
Tribute White Afnan for women and men,Afnan,"[['musky', 100.0], ['white floral', 77.500023546476], ['powdery', 72.000131860266], ['citrus', 65.0], ['vanilla', 49.999905814096], ['fruity', 49.500155406742], ['sweet', 48.499995290705], ['fresh', 47.000084767314]]","{'head': ['Tangerine', 'Apple'], 'heart': ['Jasmine', 'Neroli'], 'base': ['Musk', 'Vanilla', 'Cedar']}",4.06,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Tribute-White-71173.html
Highness V Afnan for women,Afnan,"[['white floral', 100.0], ['tuberose', 100.0], ['musky', 90.199871984394], ['sweet', 67.099989332033], ['animalic', 65.699818644559], ['powdery', 62.199658625051], ['fruity', 57.999679960986], ['patchouli', 57.999679960986], ['amber', 57.999679960986], ['woody', 57.999679960986]]","{'head': ['Fruits', 'Rose', 'Pink Pepper'], 'heart': ['Tuberose', 'Ylang-Ylang', 'Rose', 'Jasmine'], 'base': ['Musk', 'Amber', 'Patchouli']}",4.6,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Highness-V-78114.html
Pure Musk Afnan for women and men,Afnan,"[['musky', 100.0], ['powdery', 64.999924818006], ['floral', 57.864101027416], ['animalic', 40.500067663795], ['sweet', 37.000045109196]]","{'head': ['Musk', 'White Musk', 'Floral Notes'], 'heart': [], 'base': []}",3.99,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Pure-Musk-78614.html
Portrait - Abstract Afnan for women and men,Afnan,"[['amber', 100.0], ['woody', 81.241088275504], ['leather', 72.805766775509], ['smoky', 72.050459285706], ['animalic', 57.194233224491], ['aromatic', 56.438925734688], ['warm spicy', 56.438925734688], ['balsamic', 54.172607816331], ['powdery', 47.814579637769]]","{'head': ['Incense', 'Vetiver', 'Rhubarb'], 'heart': ['Tonka Bean', 'Rose'], 'base': ['Leather', 'Amber', 'Sandalwood', 'Cedar']}",4.45,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Portrait-Abstract-92432.html
Highness IV Afnan for women,Afnan,"[['musky', 100.0], ['powdery', 84.250185576907], ['woody', 67.625229529332], ['warm spicy', 64.125053719631], ['rose', 56.249951163972], ['oud', 56.249951163972], ['amber', 47.500097672056], ['patchouli', 47.500097672056]]","{'head': ['Rose', 'Saffron', 'Bergamot'], 'heart': ['Agarwood (Oud)', 'Sandalwood', 'Patchouli'], 'base': ['Musk', 'Amber', 'Vanilla']}",4.15,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Highness-IV-78113.html
Rare Reef Afnan for women and men,Afnan,"[['fruity', 100.0], ['citrus', 97.152497662149], ['aromatic', 77.991821011347], ['green', 72.047678200064], ['sweet', 69.300808128742], ['fresh spicy', 67.788393093919], ['woody', 59.304995324298], ['floral', 52.809329071699], ['ozonic', 46.906709283013], ['soft spicy', 46.639984926096]]","{'head': ['Blackcurrant', 'Orange', 'Mint', 'Citron', 'Grapefruit', 'Coriander'], 'heart': ['Apricot', 'Violet Leaf', 'Rose', 'Basil'], 'base': ['Fig', 'Ambrette', 'Amberwood', 'Dates']}",4.31,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Rare-Reef-106835.html
Historic Olmeda Afnan for women and men,Afnan,"[['citrus', 100.0], ['fresh spicy', 98.928905826503], ['aromatic', 84.714342033937], ['amber', 81.428618361614], ['woody', 77.42883190696], ['animalic', 65.42889761322], ['musky', 65.143157514332], ['warm spicy', 56.428371963139], ['fruity', 53.99986858748], ['soft spicy', 53.00006570626]]","{'head': ['Grapefruit', 'Pink Pepper', 'Juniper', 'Cardamom'], 'heart': ['Calabrian bergamot', 'Cedar', 'Nutmeg', 'Jasmine'], 'base': ['Ambergris', 'Apple', 'Musk', 'Patchouli']}",4.17,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Historic-Olmeda-75670.html
Souvenir Floral Bouquet Afnan for women,Afnan,"[['rose', 100.0], ['musky', 85.715556360821], ['floral', 81.938924256525], ['fresh', 76.068454905578], ['fruity', 74.946591667147], ['powdery', 67.954259077769], ['green', 65.37385832997], ['citrus', 59.398466517876], ['amber', 58.568310781318], ['vanilla', 58.418998048146]]","{'head': ['Rhubarb', 'Litchi', 'Bergamot'], 'heart': ['Rose', 'Peony', 'Vanilla', 'Lily-of-the-Valley'], 'base': ['Musk', 'Amber', 'Cashmere Wood']}",3.78,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Souvenir-Floral-Bouquet-71179.html
Supremacy Gold Afnan for women and men,Afnan,"[['powdery', 100.0], ['amber', 99.759559377784], ['fresh spicy', 89.295895292263], ['floral', 87.551651476735], ['violet', 86.830329610087], ['vanilla', 77.568868635647], ['iris', 64.278678133352], ['oud', 63.075875419722], ['woody', 56.160059617625], ['warm spicy', 54.957256903995]]","{'head': ['Violet', 'Nutmeg', 'Peach Blossom', 'Cumin'], 'heart': ['Iris', 'Patchouli'], 'base': ['Amber', 'Vanilla', 'Agarwood (Oud)', 'Benzoin']}",3.88,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Gold-27351.html
Silver Musk Afnan for women and men,Afnan,"[['musky', 100.0], ['powdery', 72.0], ['animalic', 40.5], ['sweet', 37.0]]","{'head': [], 'heart': [], 'base': ['Musk', 'Powdery Notes']}",3.84,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Silver-Musk-74233.html
Tobacco Rush Afnan for women and men,Afnan,"[['tobacco', 100.0], ['woody', 91.764975104361], ['sweet', 86.13730322386], ['warm spicy', 67.470753910376], ['oud', 62.941155761203], ['amber', 56.078458985063]]","{'head': ['Tobacco', 'Spicy Notes', 'Woody Notes'], 'heart': ['Spicy Notes', 'Sweet Notes', 'Lavender'], 'base': ['Agarwood (Oud)', 'Amber', 'Cedar']}",4.16,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Tobacco-Rush-75682.html
Rare Tiffany Afnan for women,Afnan,"[['woody', 100.0], ['musky', 95.211802697398], ['yellow floral', 93.84347495726], ['sweet', 88.599379471918], ['powdery', 87.573608560755], ['white floral', 76.742860761097], ['rose', 66.937883872602], ['fresh spicy', 66.481985689863], ['soft spicy', 59.983537010068], ['vanilla', 58.501867916165]]","{'head': ['Ylang-Ylang', 'Jasmine', 'Rose'], 'heart': ['Musk', 'Sandalwood', 'Vanilla'], 'base': ['Ginger', 'Pink Pepper', 'Caramel']}",3.91,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Rare-Tiffany-70698.html
Tribute Pink Afnan for women and men,Afnan,"[['woody', 100.0], ['powdery', 98.00037022964], ['musky', 81.999922056918], ['sweet', 80.000292286558], ['rose', 74.000038971541], ['fruity', 74.000038971541], ['citrus', 72.000409201181], ['patchouli', 70.000097428853], ['white floral', 70.000097428853], ['violet', 70.000097428853]]","{'head': ['Pink Pepper', 'Mandarin Orange', 'Pineapple'], 'heart': ['Jasmine', 'Rose', 'Violet'], 'base': ['Patchouli', 'Musk', 'Sandalwood']}",3.52,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Tribute-Pink-71172.html
Turathi Electric Afnan for women and men,Afnan,"[['citrus', 100.0], ['fruity', 73.606417621985], ['sweet', 61.958963225755], ['musky', 55.246035318101], ['powdery', 54.213020571338], ['white floral', 54.098488258188], ['fresh', 48.934526488576], ['woody', 48.532736755712], ['fresh spicy', 47.729527944719], ['aquatic', 45.491885308835]]","{'head': ['Pear', 'Mandarin Orange', 'Pink Grapefruit', 'Bergamot'], 'heart': ['Orange Blossom', 'Apple', 'Cedarwood'], 'base': ['Musk', 'Vanilla', 'Amber']}",4.18,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Turathi-Electric-108244.html
Supremacy Pink Afnan for women,Afnan,"[['rose', 100.0], ['floral', 90.817520676152], ['fresh', 78.553400162284], ['musky', 72.893199675431], ['powdery', 57.547085179193], ['white floral', 53.899212265078], ['soft spicy', 46.477872359727], ['amber', 45.094220757294]]","{'head': ['Pink Pepper', 'Violet'], 'heart': ['Rose', 'Peony', 'Lily-of-the-Valley'], 'base': ['Musk', 'Amber']}",3.99,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Pink-70705.html
Highness III Afnan for men,Afnan,"[['woody', 100.0], ['aromatic', 86.741207073688], ['fresh spicy', 85.698788991628], ['green', 63.349727851007], ['oud', 54.317605526045], ['mossy', 53.159660742781], ['citrus', 49.106662731982], ['earthy', 46.211609504448], ['leather', 46.211609504448]]","{'head': ['Cypress', 'Bergamot', 'Lavender'], 'heart': ['Cedar', 'Black Pepper', 'Galbanum', 'Petitgrain'], 'base': ['Agarwood (Oud)', 'Oakmoss', 'Leather']}",4.22,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Highness-III-71861.html
Inara Black Afnan for women and men,Afnan,"[['leather', 100.0], ['woody', 71.99994791996], ['animalic', 69.900080724061], ['green', 58.00005208004], ['smoky', 50.99997395998], ['warm spicy', 49.600062496047]]","{'head': ['Woodsy Notes', 'Aromatic Notes', 'Herbal Notes'], 'heart': ['Spicy Notes', 'Amber'], 'base': ['Leather', 'Musk']}",3.79,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Inara-Black-78546.html
9 PM Rebel Afnan for women and men,Afnan,"[['fruity', 100.0], ['sweet', 90.71639053139], ['woody', 81.131341516565], ['tropical', 57.372714321956], ['amber', 57.284377053126], ['fresh', 56.965634330543], ['caramel', 51.969114480677], ['mossy', 51.614854711863], ['vanilla', 51.437724827456], ['powdery', 49.931893136624]]","{'head': ['Pineapple', 'Granny Smith apple', 'Mandarin'], 'heart': ['Oakmoss', 'Vanilla', 'Cedarwood'], 'base': ['Ambergris', 'Dry Wood', 'Caramel', 'Musk']}",4.27,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/9-PM-Rebel-99238.html
Khayaal Afnan for women and men,Afnan,"[['white floral', 100.0], ['musky', 78.461512408251], ['citrus', 74.961461604339], ['rose', 67.692437958747], ['woody', 62.307900733996], ['powdery', 54.230756204125], ['floral', 48.846218979374], ['fresh', 47.230654596302], ['animalic', 45.615428905974], ['sweet', 44.538385983927]]","{'head': ['Musk', 'Jasmine', 'Rose'], 'heart': ['Orange Blossom', 'Citruses'], 'base': ['Musk', 'Woody Notes']}",4.17,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Khayaal-39294.html
Supremacy Gala Afnan for women,Afnan,"[['sweet', 100.0], ['white floral', 85.752411436481], ['caramel', 76.460054500627], ['floral', 73.053332756607], ['lactonic', 67.787534062892], ['fruity', 61.59306198365], ['citrus', 56.947099788053], ['tropical', 52.300705047796], ['patchouli', 45.486829015096]]","{'head': ['Pear Blossom', 'Mandarin Orange', 'Red Berries'], 'heart': ['Gardenia', 'Frangipani', 'Honeysuckle'], 'base': ['Caramel', 'Brown sugar', 'Praline', 'Patchouli', 'Vanilla']}",3.65,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Gala-92430.html
Highness X Afnan for men,Afnan,"[['woody', 100.0], ['earthy', 81.851898864248], ['aromatic', 67.333248711021], ['warm spicy', 65.259155831988], ['citrus', 55.926160987905], ['fruity', 55.926160987905], ['patchouli', 55.926160987905], ['musky', 55.926160987905], ['powdery', 48.148101135752], ['fresh spicy', 45.555696592743]]","{'head': ['Bergamot', 'Black Currant', 'Tonka Bean'], 'heart': ['Patchouli', 'Vetiver', 'Earthy Notes'], 'base': ['Spices', 'Musk', 'Guaiac Wood']}",4.41,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Highness-X-78116.html
Supremacy Tapis Rouge Afnan for women,Afnan,"[['fruity', 100.0], ['cherry', 63.151016987089], ['fresh', 59.453384321588], ['floral', 58.560978745898], ['rose', 58.050937456842], ['sweet', 51.803431706376], ['warm spicy', 51.675754703952], ['tropical', 47.595757751818], ['woody', 46.065633884648], ['aromatic', 46.065633884648]]","{'head': ['Black Cherry', 'Litchi', 'White Peach'], 'heart': ['Plum', 'Rose', 'Jasmine', 'Mahonia'], 'base': ['Vetiver', 'Cloves', 'Peony']}",4.16,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Tapis-Rouge-92429.html
Ornament Purple Allure Afnan for women,Afnan,"[['sweet', 100.0], ['fruity', 74.468521317016], ['musky', 50.289771205412], ['citrus', 46.908181250021], ['patchouli', 43.526591294629]]","{'head': ['Raspberry', 'Mandarin Orange', 'Grapefruit'], 'heart': ['Sweet Notes', 'White Flowers', 'Anise', 'Cardamom'], 'base': ['Musk', 'Patchouli', 'Vanilla']}",3.86,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Ornament-Purple-Allure-71178.html
Amberythme Afnan for women and men,Afnan,"[['amber', 100.0], ['warm spicy', 74.863566062749], ['vanilla', 65.21201576079], ['cinnamon', 63.939276771248], ['animalic', 55.348449698041], ['woody', 53.333333333333], ['powdery', 47.393992119605], ['balsamic', 45.590891515687]]","{'head': ['Cinnamon', 'Amber', 'Tonka Bean'], 'heart': ['Vanilla', 'Saffron', 'Jasmine'], 'base': ['Ambergris', 'Cedar', 'Sandalwood']}",4.38,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Amberythme-77450.html
Zahrat Al Oud Afnan for women and men,Afnan,"[['oud', 100.0], ['amber', 93.000039060102], ['woody', 72.000156240409], ['animalic', 60.100105462276], ['powdery', 54.500058590154], ['balsamic', 46.800140616368], ['fresh spicy', 45.400226548594]]","{'head': ['Lemon', 'Black Currant'], 'heart': ['Ylang-Ylang', 'Amber', 'Talc'], 'base': ['Agarwood (Oud)', 'Ambergris', 'Sandalwood', 'Cedar', 'Tonka Bean', 'Moss']}",3.5,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Zahrat-Al-Oud-72322.html
Naseej Al Oud Afnan for women and men,Afnan,"[['oud', 100.0], ['leather', 69.666832994281], ['woody', 68.499980808352], ['amber', 64.999808083522], ['soft spicy', 57.999846466818], ['animalic', 55.083483667908], ['fresh spicy', 49.83341649714], ['rose', 45.166775419338]]","{'head': ['Agarwood (Oud)', 'Pink Pepper', 'Bergamot', 'Saffron'], 'heart': ['Woodsy Notes', 'Rose', 'Jasmine', 'Orris'], 'base': ['Agarwood (Oud)', 'Leather', 'Amber']}",4.71,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Oud-78623.html
Al Maqaam Afnan for women,Afnan,"[['warm spicy', 100.0], ['amber', 94.262121549776], ['woody', 89.67193021553], ['vanilla', 80.491547547038], ['sweet', 77.04904332877], ['powdery', 77.04904332877], ['fruity', 72.458851994524], ['white floral', 64.426156442011], ['fresh spicy', 64.426156442011], ['floral', 50.655582439273]]","{'head': ['Peach', 'Spices', 'Oriental notes', 'White Flowers'], 'heart': ['Vanilla', 'Nutmeg', 'Amber', 'Jasmine', 'Gardenia', 'Lilac', 'Violet Leaf'], 'base': ['Sandalwood', 'Amber', 'Fig Nectar', 'Tonka Bean', 'Palisander Rosewood', 'Musk']}",2.5,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Al-Maqaam-59134.html
Modest Deux Afnan for women,Afnan,"[['sweet', 100.0], ['fruity', 90.860236376616], ['warm spicy', 69.484413421115], ['vanilla', 58.615055128103], ['patchouli', 57.120250654398], ['cherry', 55.625446180693], ['chocolate', 51.866820020623], ['woody', 46.271912429603], ['powdery', 46.16522566828], ['musky', 45.161814864758]]","{'head': ['Raspberry', 'Dark Chocolate', 'Strawberry', 'Cherry'], 'heart': ['Vanilla', 'Spices'], 'base': ['Patchouli', 'Musk', 'Gardenia']}",4.18,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Modest-Deux-59135.html
Turathi Blue Afnan for men,Afnan,"[['citrus', 100.0], ['musky', 69.920399437059], ['fresh', 65.0], ['woody', 64.867601315919], ['amber', 56.939367318949], ['powdery', 54.001183251611], ['warm spicy', 50.637252704895], ['patchouli', 45.772699158278], ['fresh spicy', 44.000062748192]]","{'head': [], 'heart': ['Amber', 'Woodsy Notes'], 'base': ['Musk', 'Spices', 'Patchouli']}",4.37,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Turathi-Blue-70839.html
Colonia Club Acqua di Parma for women and men,Acqua di Parma,"[['aromatic', 100.0], ['citrus', 85.301596226533], ['green', 83.542467122731], ['fresh spicy', 80.189662532929], ['lavender', 51.178063078541]]","{'head': ['Mint', 'Bergamot', 'Neroli', 'Lemon', 'Petitgrain', 'Mandarin Orange'], 'heart': ['Lavender', 'Geranium', 'Galbanum'], 'base': ['Haitian Vetiver', 'Ambergris', 'Musk']}",4.03,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Club-31424.html
Highness IX Afnan for women and men,Afnan,"[['powdery', 100.0], ['musky', 83.640136769037], ['floral', 67.011730416692], ['fruity', 67.011730416692], ['amber', 56.820068384519], ['fresh spicy', 56.820068384519], ['rose', 56.820068384519], ['white floral', 51.456054707615], ['sweet', 48.237502317246], ['animalic', 47.701136995613]]","{'head': ['Musk', 'Nutmeg', 'Rose'], 'heart': ['Powdery Notes', 'Amber', 'Orange Blossom'], 'base': ['Pineapple blossom', 'Peach', 'Apple Blossom']}",3.8,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Highness-IX-78432.html
Majestic Gold Afnan for men,Afnan,"[['fruity', 100.0], ['amber', 68.022800777097], ['leather', 63.409206036417], ['sweet', 59.272557238523], ['patchouli', 55.454651725923], ['animalic', 55.295669744994], ['oud', 53.863662931481], ['woody', 48.772732586296], ['musky', 45.400210417328], ['rose', 45.272791035554]]","{'head': ['Blackberry', 'Blueberry', 'Patchouli'], 'heart': ['Leather', 'Agarwood (Oud)', 'Lily', 'Rose'], 'base': ['Amber', 'Resins', 'Musk']}",4.29,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Majestic-Gold-27369.html
Hamsa Afnan for women and men,Afnan,"[['amber', 100.0], ['vanilla', 71.034543189941], ['fresh spicy', 70.068911129053], ['powdery', 67.172453073461], ['fruity', 65.482596966909], ['musky', 61.379098835208], ['tropical', 60.41390490139], ['fresh', 59.689680855725], ['citrus', 45.689768481139], ['white floral', 45.689768481139]]","{'head': ['Litchi', 'Amber', 'Styrax'], 'heart': ['Vanilla', 'Nutmeg'], 'base': ['Neroli', 'White Musk']}",4.0,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Hamsa-36627.html
Lilia Afnan for women,Afnan,"[['white floral', 100.0], ['floral', 92.222351746074], ['tuberose', 68.889018412741], ['citrus', 67.828218066357], ['amber', 58.28295780668], ['animalic', 57.222157460296], ['powdery', 53.686933448795], ['violet', 47.676897200619], ['sweet', 45.909285194869], ['musky', 44.141284617562]]","{'head': ['Violet', 'Lilac', 'Ylang-Ylang', 'Clove'], 'heart': ['Magnolia', 'Tuberose', 'Orange Blossom'], 'base': ['Amber', 'Musk', 'Akigalawood']}",4.05,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Lilia-72323.html
Modest Pour Homme Une Afnan for men,Afnan,"[['fresh spicy', 100.0], ['citrus', 73.475521949337], ['aromatic', 70.116142696668], ['lavender', 59.422799994062], ['woody', 55.690002424794], ['fresh', 51.737934174259], ['amber', 49.7617268494], ['green', 46.863404906002], ['warm spicy', 45.458063430639], ['musky', 45.370078038787]]","{'head': ['Pepper', 'Lavender', 'Mint', 'Nutmeg'], 'heart': ['Citruses', 'Amber', 'Eucalyptus'], 'base': ['Musk', 'Vetiver', 'Cedar']}",4.22,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Modest-Pour-Homme-Une-69256.html
Oud Rising Afnan for women and men,Afnan,"[['musky', 100.0], ['woody', 93.0], ['white floral', 88.3331875], ['sweet', 79.0], ['oud', 76.6668125], ['balsamic', 70.8331875], ['powdery', 65.0], ['citrus', 59.1668125], ['animalic', 52.1668125], ['soapy', 44.5831875]]","{'head': ['Orange Blossom', 'Agarwood', 'Cypress'], 'heart': ['Brazilian Rosewood', 'Amber', 'Cardamom'], 'base': ['Musk', 'Vetiver', 'Tonka Bean']}",4.04,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Oud-Rising-92433.html
Souvenir Desert Rose Afnan for women,Afnan,"[['fruity', 100.0], ['powdery', 73.129964046413], ['tropical', 65.826809936264], ['sweet', 60.866236313123], ['musky', 60.315125020428], ['fresh', 50.531541101487], ['amber', 46.535340741951]]","{'head': ['Fruity Notes', 'Musk'], 'heart': ['Tropical Fruits', 'Powdery Notes'], 'base': ['Amber', 'Citruses', 'Sandalwood']}",3.51,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Souvenir-Desert-Rose-71180.html
Rare Carbon Afnan for men,Afnan,"[['leather', 100.0], ['woody', 81.742264762453], ['ozonic', 71.476926804889], ['powdery', 71.350770116161], ['animalic', 67.742582804525], ['violet', 66.804358690878], ['rose', 61.391812688364], ['oud', 60.670387254085], ['aquatic', 60.561722879341], ['floral', 53.994684153932]]","{'head': ['Leather', 'Violet Leaf', 'Nutmeg', 'Cinnamon'], 'heart': ['Violet', 'Rose', 'Agarwood (Oud)', 'Cedar'], 'base': ['Vetiver', 'Sandalwood', 'Amber']}",4.23,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Rare-Carbon-66627.html
Historic Doria Afnan for women and men,Afnan,"[['citrus', 100.0], ['musky', 99.71457535481], ['white floral', 97.999924908012], ['fruity', 92.285649921153], ['woody', 85.71457535481], ['sweet', 84.714274986859], ['amber', 62.85694976346], ['tuberose', 61.428775249681], ['powdery', 55.000150183975], ['animalic', 52.500187729969]]","{'head': ['Raspberry', 'Lemon Zest', 'Orange Blossom'], 'heart': ['Ambroxan', 'Tuberose', 'Jasmine', 'Mandarin Orange'], 'base': ['Woody Notes', 'Musk', 'Jasmine Sambac']}",3.67,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Historic-Doria-75671.html
Ornament Pour Femme Afnan for women,Afnan,"[['amber', 100.0], ['vanilla', 99.377515253797], ['sweet', 87.555353614032], ['powdery', 71.455565652632], ['fruity', 67.333434304095], ['white floral', 65.777474865493], ['coconut', 64.222020280699], ['floral', 57.999697087715], ['musky', 56.444242502921], ['animalic', 55.122030377775]]","{'head': ['Fruits', 'Coconut'], 'heart': ['Orange Blossom', 'Floral Notes'], 'base': ['Amber', 'Vanilla', 'Musk']}",3.87,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Ornament-Pour-Femme-71177.html
Turathi Brown Afnan for men,Afnan,"[['warm spicy', 100.0], ['woody', 99.140510317921], ['amber', 88.333409448254], ['vanilla', 80.965180685948], ['patchouli', 79.737142558897], ['ozonic', 56.403504765881], ['rose', 56.403504765881], ['powdery', 54.039679795403], ['balsamic', 52.565942705037], ['earthy', 49.894765685654]]","{'head': ['Amber', 'Patchouli', 'Woody Notes', 'Ozonic notes'], 'heart': ['Spicy Notes', 'Aromatic Spices', 'Vanilla'], 'base': ['Balsamic Notes', 'Rose', 'Aquatic notes']}",4.43,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Turathi-Brown-84403.html
Kiaana Crush Afnan for women,Afnan,"[['warm spicy', 100.0], ['amber', 85.151342863331], ['musky', 80.378673019999], ['woody', 74.545339686665], ['patchouli', 72.424012706664], ['tropical', 70.833333333333], ['sweet', 70.037993646668], ['vanilla', 67.121326980001], ['fruity', 65.0], ['balsamic', 64.204660313335]]","{'head': [], 'heart': ['Passionfruit', 'Patchouli', 'Agarwood'], 'base': ['Madagascar Vanilla', 'Musk', 'Incense', 'Ambroxan', 'Cedarwood']}",4.1,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Kiaana-Crush-97963.html
Naseej Al Zafaran Afnan for women and men,Afnan,"[['warm spicy', 100.0], ['metallic', 59.032217857937], ['leather', 53.225727125119], ['fresh spicy', 51.935395851159], ['woody', 47.419236392301], ['tobacco', 47.419236392301], ['aromatic', 44.193644013555]]","{'head': ['Saffron', 'Black Pepper', 'Cardamom'], 'heart': ['Cedar', 'Agarwood (Oud)', 'Rose'], 'base': ['Vetiver', 'Sweet Notes']}",4.12,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Zafaran-78625.html
Supremacy Silver Afnan for men,Afnan,"[['fruity', 100.0], ['leather', 67.619059693072], ['woody', 66.342919807045], ['sweet', 64.482843867467], ['smoky', 60.095336498539], ['citrus', 53.192821871613], ['musky', 52.187795153305], ['mossy', 50.185728683989], ['tropical', 49.602236350843], ['fresh', 48.575911053075]]","{'head': ['Pineapple', 'Black Currant', 'Bergamot', 'Apple'], 'heart': ['Birch', 'Patchouli', 'Moroccan Jasmine', 'Rose'], 'base': ['Musk', 'Oakmoss', 'Ambergris', 'Vanilla']}",4.09,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Silver-27352.html
